Title,description,Link,Score,Story_author,Painting_author,Author,Day,Genre,Image_Source,isDone,tags
연애혁명,"평범하면서 금사빠인 고등학생 순정남 공주영은 
까칠하고 차가운 여학생 왕자림을 보고 사랑에 빠져버린다.
너무 다른 둘, 괜찮을까?",https://comic.naver.com/webtoon/list?titleId=570503,9.86,232,232,,목,학원로맨스,https://image-comic.pstatic.net/webtoon/570503/thumbnail/thumbnail_IMAG21_85e39ba0-3fc6-4ddb-9e78-5e8879b7d3d9.jpg,FALSE,#드라마 #다정남 #혐관로맨스 #하이틴 #학원로맨스
소녀의 세계,"완벽해 보이지만 사실 외로웠던 백조들과 맘씨 착한 오리가 만나
여러 갈등을 함께 겪으며 진짜 친구가 되어가는 소녀들의 찐 우정물",https://comic.naver.com/webtoon/list?titleId=654774,9.93,모랑지,모랑지,,월,학원로맨스,https://image-comic.pstatic.net/webtoon/654774/thumbnail/thumbnail_IMAG21_4048794550434817075.jpg,FALSE,#드라마 #학원로맨스 #하이틴 #직진남 #삼각관계 #까칠남 #감성드라마
연놈,"중2 여름, 가지 말라는 말도 좋아했다는 말도 하지 못한 채 보낸 그녀가 3년 만에 나타났다.
지나버린 시간과 마주한 소년 그리고 소녀의 이야기",https://comic.naver.com/webtoon/list?titleId=667573,9.82,상하,상하,,수,학원로맨스,https://image-comic.pstatic.net/webtoon/667573/thumbnail/thumbnail_IMAG21_095997c8-effc-4722-8157-baeaaa439930.jpg,FALSE,#드라마 #학원로맨스
자매전쟁,"단 하나로 인정받고 싶었던 두 소녀, 예술고등학교 1등과 2등을 앞다투는 '원리온'과 '추해라'.
'진짜'가 되기 위한 천재 소녀들의 치명적인 전쟁이 시작된다.",https://comic.naver.com/webtoon/list?titleId=798664,9.95,기맹기,기맹기,,일,학원로맨스,https://image-comic.pstatic.net/webtoon/798664/thumbnail/thumbnail_IMAG21_c7250508-9855-409e-a8f6-0adf1d76a1f8.jpg,FALSE,#드라마 #계략여주 #학원로맨스 #복수극
가짜 동맹,"소꿉친구와 하루아침에 커플이 되었다?!
통제가 강한 부모님들을 안심 시키고 자유롭게 생활하기 위해 동맹을 맺은 두 모범생 ‘윤세이’와 ‘김재하’.
동맹을 들킬 위기를 모면하기 위한 두 사람의 가짜 커플 행세가 시작된다!",https://comic.naver.com/webtoon/list?titleId=788167,9.98,케냠,케냠,,수,학원로맨스,https://image-comic.pstatic.net/webtoon/788167/thumbnail/thumbnail_IMAG21_9d85dac5-3e9d-4734-9184-95d5c5c8fa5e.jpg,FALSE,#로맨스 #소꿉친구 #2021 지상최대공모전 #계약연애 #학원로맨스 #친구>연인
청춘 블라썸,"“푸르지 않아도 괜찮아!”
이제 막 청춘을 시작하고 있는 아이들.
그리고 마냥 아름답지만은 않은 그 시절의 기억들.
봄으로 가기 위한 그들의 성장통.
봄, 여름, 가을, 겨울... 사계절의 빛깔로 담아낸
풋풋하고 알싸한 아이들의 청춘 스토리.",https://comic.naver.com/webtoon/list?titleId=746834,9.97,홍덕,NEMONE,,토,학원로맨스,https://image-comic.pstatic.net/webtoon/746834/thumbnail/thumbnail_IMAG21_6412ed6b-2288-41df-8715-648a3da9154e.jpg,FALSE,#로맨스 #드라마&영화 원작웹툰 #하이틴 #학원로맨스 #캠퍼스로맨스 #성장드라마 #삼각관계 #까칠남
여우놀이,"평범하게만 살아온 박온유의 일상에 어느 날 찾아와 둘도 없는 베프가 된 ‘예쁜 애’ 신채리.
두 사람은 서울 최상위 학군의 명문 고등학교 상목고에 진학하게 된 후, 모든 10대들의 워너비 ‘상목고의 여우들’을 만나 아슬아슬한 여우놀이에 휘말리게 되는데….
욕망을 품은 10대 소녀들의 사랑과 우정에 관한 이야기!",https://comic.naver.com/webtoon/list?titleId=768469,9.97,황혜진,황혜진,,금,학원로맨스,https://image-comic.pstatic.net/webtoon/768469/thumbnail/thumbnail_IMAG21_bff0c189-27cb-4859-8866-5f548210a578.jpg,FALSE,#드라마 #폭스남 #2020 지상최대공모전 #하이틴 #학원로맨스
살아남은 로맨스,"로맨스 소설에 빙의해 행복한 삶을 살던 채린.
그녀의 눈에 남자주인공인 '제하' 외에는 모두 검은색 그림자로밖에 보이지 않는다.
그리고 갑자기 바뀐 소설의 장르. 
살아남으려면 엑스트라들과 손을 잡아야 한다!!
<화장 지워주는 남자> 이연 작가의 차기작, 세상에 이런 장르는 없었다!",https://comic.naver.com/webtoon/list?titleId=764129,9.98,이연,이연,,일,학원로맨스,https://image-comic.pstatic.net/webtoon/764129/thumbnail/thumbnail_IMAG21_082cf9cf-165b-41f3-acae-0d5af28c3864.,FALSE,#판타지 #서바이벌 #아포칼립스 #학원로맨스 #빙의 #구원서사
선을 넘은 연애,"누나와 동생 같은 동갑내기 소꿉친구 '아라'와 '가람'.  
고등학교 2학년이 된 두 사람은 8살 이후 처음으로 같은 반이 되면서 예상치 못한 방향으로 관계가 변하기 시작한다. 
가람이가 그저 귀여운 아라와 그게 못마땅한 가람. 
과연 두 사람은 연애라는 선을 넘을 수 있을까?",https://comic.naver.com/webtoon/list?titleId=796980,9.97,서녜,서녜,,금,학원로맨스,https://image-comic.pstatic.net/webtoon/796980/thumbnail/thumbnail_IMAG21_3545002734307981623.jpg,FALSE,#로맨스 #다정남 #소꿉친구 #2021 최강자전 #학원로맨스 #하이틴 #성장드라마
연기는 처음인데요?!,"어느 날 시아는 잘못 찾아간 연기 학원에서, 
연기에 재능이 있다는 칭찬을 듣고는 덜컥 학원에 등록해버리고 만다. 
그리고 그곳에서 같은 반 친구인 유하늘과 만나게 된다. 
시아는 매일 마주치는 하늘에게 자꾸 관심이 가지만, 
하늘의 철벽 선 긋기는 끝나지 않는다. 
오디션을 거치며 점점 연기에 진심이 되어가는 시아, 
연기 초보 시아는 과연 배우로 잘 성장할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=805893,9.91,홍로베,앨렴,,금,학원로맨스,https://image-comic.pstatic.net/webtoon/805893/thumbnail/thumbnail_IMAG21_bfdc4017-7983-4474-90bc-854779bdbdbf.jpg,FALSE,#로맨스 #학원로맨스 #하이틴 #청춘로맨스 #연예계 #성장드라마
세기말 풋사과 보습학원휴재,"어릴 때 알던 재수없던 놈이 더 재수없는 놈이 되어 돌아왔다! 중3 황미애의 옆 빌라에 어릴 때 잠깐 시골에서 봤던 김철이 이사 와 같은 학교 같은 반이 되고 '철이와 미애'라 놀림 받자 김철은 미애를 불쾌해하며 피한다. 너만 불쾌한 줄 알아? 나쁜 놈! 미애는 속이 상하지만 그럼에도 자꾸 이상한 우연으로 계속 엮이며 트러블이 발생, 결국 둘은 크게 마음이 상하고 서로 더 이상 아는 척 하지 않으려 한다. 맨날 화만내는 김철과, 황미애 인생에 처음 만나는 이상한 친구들까지 엮이게 되며 미애는 사춘기를 정통으로 겪게 되는데.... <치즈인더트랩> 순끼 작가의 신작!",https://comic.naver.com/webtoon/list?titleId=761722,9.98,순끼,순끼,,금,학원로맨스,https://image-comic.pstatic.net/webtoon/761722/thumbnail/thumbnail_IMAG21_3990859299314623589.jpg,FALSE,#로맨스 #러블리 #소꿉친구 #학원로맨스 #하이틴 #친구>연인 #성장드라마 #레트로 #까칠남
인과관계,스킨십 공포증이 있는 유라의 곁엔 오로지 소꿉친구인 해원이뿐이었지만 고인우와 권미인 그리고 다양한 사람들과 만나게 되면서 새로운 감정을 알아가고 진정한 인간관계를 쌓아간다.,https://comic.naver.com/webtoon/list?titleId=789652,9.95,강환영,강환영,,수,학원로맨스,https://image-comic.pstatic.net/webtoon/789652/thumbnail/thumbnail_IMAG21_9e92f54e-ec57-4cd3-9574-9a58455606bf.jpg,FALSE,#로맨스 #힐링 #학원로맨스 #청춘로맨스 #삼각관계
용한소녀,"열여덟살이 결혼은 무슨 결혼이야!
정략결혼을 피해 용궁에서 지상으로 도망친 용왕의 딸 김용만은
성공을 목표로 전교 1등의 꿈을 품고 고등학교에 입학한다.
그런데 용만의 옆자리인 전교 1등, 심해수는 라이벌의 등장이 달갑지 않은 듯한데...
 
공부만 하기에도 바쁜 두 사람이 어째서인지 자꾸만 엮인다?!
열여덟 소년소녀의 성적 향상 로맨스(?)",https://comic.naver.com/webtoon/list?titleId=803891,9.97,올소,올소,,수,학원로맨스,https://image-comic.pstatic.net/webtoon/803891/thumbnail/thumbnail_IMAG21_668eac64-9d55-4c3a-bc5f-8fe862f4c3e6.jpg,FALSE,#로맨스 #학원로맨스 #동물
청춘계시록,"사이비 교주 아들과의 아슬아슬하고 위험천만한 동거가 시작됐다! 철석같이 믿었던 외삼촌에게 사기를 당한 청아네. 부모님은 행방불명된 외삼촌을 쫓는다며 사라지고, 청아는 갑작스레 빈 집에 혼자 살게 된다. 그런데 사기당한 가족이 청아네만이 아니었으니! 자치구에서 가장 큰 사이비, ‘천년재림교’도 외삼촌에게 제대로 속았다. 그리고 청아네 집에 찾아온 교주의 아들 ‘요한’. 무작정 짐을 끌고 쳐들어오는데...! 신이시여, 이 동거 괜찮을까요?",https://comic.naver.com/webtoon/list?titleId=802079,9.97,한서,한서,,일,학원로맨스,https://image-comic.pstatic.net/webtoon/802079/thumbnail/thumbnail_IMAG21_848d280d-a280-4b16-979a-9a9484113b16.jpg,FALSE,#로맨스 #로맨스코미디 #2021 지상최대공모전 #현실로맨스 #학원물 #학원로맨스 #하이틴 #친구>연인 #사이비종교
사랑의 헌옷수거함,"짝사랑은 이제 그만! 고잉고등학교에서 가장 핫한 소문, 헌옷수거함에 돈을 넣고 좋아하는 사람의 이름을 외치면 상대방의 마음을 알려준다는데..!
연애 대신 성적과 돈에만 관심 있는 송아람은 그런 소문에 휘둘리지 않는다.
그런 아람의 일상에 학교 인기남 정진우가 불쑥 들어온다. 어디로 튈지 모르는 이 자식을 어떻게 해야 좋을까?",https://comic.naver.com/webtoon/list?titleId=758667,9.96,고잉,고잉,,월,학원로맨스,https://image-comic.pstatic.net/webtoon/758667/thumbnail/thumbnail_IMAG21_3689910875657090614.jpg,FALSE,#로맨스 #하이틴 #학원로맨스 #친구>연인 #걸크러시
결혼까지 망상했어!,"내게는 짝남도 강제 남사친일 뿐' 
10대 안에 한 번이라도 연애를 해보는 게 소원이지만 호감 상대와 결혼까지 망상하면 절대 성사되지 않는다는 징크스를 지닌 소망. 
연애의 '연'자도 허용되지 않던 그녀의 현실에도 볕 들 날이 오긴 하는데... 이게 과연 썸이 맞긴 할까? 망상 소녀 소망의 유쾌 발랄 로맨스.",https://comic.naver.com/webtoon/list?titleId=761599,9.91,문주,문주,,일,학원로맨스,https://image-comic.pstatic.net/webtoon/761599/thumbnail/thumbnail_IMAG21_e6f4166e-fe8c-4b91-9115-ddb3393b218a.jpg,FALSE,#로맨스 #2020 지상최대공모전 #학원로맨스 #성장드라마 #삼각관계
방과후 레시피,"음식을 사랑하는 소녀 소금은 꿈에 그리던 요리 고등학교에 합격한다.
학교에 진학하기 위해 이모네 집으로 이사하게 된 소금은 그곳에서 자신에게 상처를 주었던 첫사랑 은재와 재회한다.
우리는 과연 예전처럼 다시 친해질 수 있을까?
요리고에서 펼쳐지는 단짠단짠 순정 로맨스!
2021 '첫사랑을 찾습니다' 로맨스 공모전 대상 수상작.",https://comic.naver.com/webtoon/list?titleId=793130,9.97,혜루,혜루,,목,학원로맨스,https://image-comic.pstatic.net/webtoon/793130/thumbnail/thumbnail_IMAG21_1913856c-b494-4348-b3f0-b85393e4c3ed.jpg,FALSE,#로맨스 #힐링 #학원로맨스 #청춘로맨스 #음식&요리 #감성드라마
주작연애,"""야야 저기 니 여친 지나간다ㅋㅋ""
""뭐?죽을래?""
공부말고는 잘하는 것 하나 없는 이세경. 같은 학교 아이들에게 늘 저런식으로 괴롭힘 당한다.
그런 그녀가 학교만 나가면 인싸녀 그 자체?!
학교와의 정반대의 모습에 모두가 알아보지 못하고 심지어 성인 남자들도 그녀가 고딩인줄 모르고 세경에게 만나달라고 애걸복걸하는데.
사람들을 속이며 재미 좀 보려는데 뭐야, 저건?
하필 걸려도 같은 반의 앙숙인, 하선우한테 정체를 들키는데?!
어른도 아닌, 그렇다고 아이도 아닌 청소년들의 방황,사랑,청춘.
달콤매콤 톡톡쏘는 사춘기 로맨스가 시작된다!",https://comic.naver.com/webtoon/list?titleId=802854,9.75,우까,우까,,월,학원로맨스,https://image-comic.pstatic.net/webtoon/802854/thumbnail/thumbnail_IMAG21_8acfafa7-d1db-42fa-9e01-3b7500650e11.jpg,FALSE,#로맨스 #고자극로맨스 #최강자전 #혐관로맨스 #학원로맨스 #하이틴
뜨거운 홍차,"학교를 자퇴하고 생계를 위해 아르바이트를 전전하는 누리.
신세지고 있던 회장님 댁 아들이 오토바이 사고로 장기입원한다.
회장님의 분노를 염려한 사모님은 아들과 똑 닮은 누리에게 남장을 하고 학교를 대신 다녀줄 것을 제안하는데...
""아니... 사모님, 저는 여자인데요...?""",https://comic.naver.com/webtoon/list?titleId=801992,9.8,에리카,ZZING,김빵,금,학원로맨스,https://image-comic.pstatic.net/webtoon/801992/thumbnail/thumbnail_IMAG21_84951a6c-71f7-42d1-8656-2625b47a9de9.jpg,FALSE,#로맨스 #학원로맨스 #소설원작
"집사, 주세요!","왕따인 내가 서열1위 존잘남을 내 집사로...?!
학교에선 왕따, 집에선 재벌 아가씨인 '백마리'.
학교에선 서열 1위, 집에선 마리의 집사인 '천하다'.
천방지축 왕따 아가씨를 어떻게든 학교의 퀸으로 만들어야 한다!!
정반대인 소년소녀의 서열반전 로맨스.
<저세상 클라스!> 꾀돌이 작가의 신작",https://comic.naver.com/webtoon/list?titleId=802033,9.91,꾀돌이,꾀돌이,,월,학원로맨스,https://image-comic.pstatic.net/webtoon/802033/thumbnail/thumbnail_IMAG21_ccce5530-0976-4a0d-b76c-d54c5620cdd5.jpg,FALSE,#로맨스 #로맨스코미디 #4차원 #학원로맨스 #하이틴 #역하렘
"엔딩, 바꿔보려합니다","배드엔딩만 쓰는 피폐소설작가 변수아는
누군가의 저주로 인해 현재 연재중인  ‘청춘의 끝에’의 악녀 최세화로 빙의된다.
인성파탄자, 소시오패스, 이중인격자, 싸이코패스뿐인 소설 속에서
과연 수아는 살아서 원래 세계로 돌아갈 수 있을까?",https://comic.naver.com/webtoon/list?titleId=802378,9.93,모카빵,모카빵,,목,학원로맨스,https://image-comic.pstatic.net/webtoon/802378/thumbnail/thumbnail_IMAG21_4d347ef2-c648-4ef7-9f75-ac913b452359.jpg,FALSE,#로맨스 #2020 지상최대공모전 #학원로맨스 #역하렘 #빙의 #로판
너를 돌려차는 방법,"관심 멈춰! 혼자가 제일 좋은 은신만렙 은솔.
조용한 고등학교 생활을 꿈꿨는데... 인기짱 선배, 지수 때문에 다 망했다!
엮였다 하면 파국인 환장듀오, 태권도부까지 함께하게 되다?!
청춘 그잡채! 우당탕탕 첫사랑 로맨스♥︎",https://comic.naver.com/webtoon/list?titleId=802551,9.97,한성만,한성만,,월,학원로맨스,https://image-comic.pstatic.net/webtoon/802551/thumbnail/thumbnail_IMAG21_04fdcd36-c440-4feb-8b3d-573b3584a32f.jpg,FALSE,#로맨스 #동아리 #소꿉친구 #로맨스코미디 #힐링 #혐관로맨스 #학원로맨스 #하이틴 #친구>연인 #연상연하 #성장드라마
2022 몰래보는 로맨스,"몰래 보고 싶고 나만 소장하고 싶은 매운맛 로맨스의 세계.
중세 시대 로맨스부터 판타지까지 숨겨놓았던 이야기 대방출! 
참을 수 없는 이 분위기...! 혹시... 저만... 좋아요?",https://comic.naver.com/webtoon/list?titleId=799442,9.87,네이버웹툰 작가,네이버웹툰 작가,,,학원로맨스,https://image-comic.pstatic.net/webtoon/799442/thumbnail/thumbnail_IMAG21_3b096ca5-ff2d-482a-84f9-30d57cdc2b91.jpg,TRUE,#로맨스 #로맨스코미디 #현실로맨스 #하이퍼리얼리즘 #학원로맨스 #캠퍼스로맨스 #청춘로맨스 #오피스로맨스 #완결무료 #완결로맨스
잠입! 재벌고,"엘리트 조직원으로 활동하던 ""다경""은, 어머니처럼 모시던 보스의 죽음을 뒤늦게 알게 된다. ""이 회장""의 짓이라는 걸 알아낸 뒤, 복수를 위해 시도하지 않은 일이 없었다. 하지만 ""사영 그룹""뒤에 있는 그에게 접근하기는 쉽지 않았다.

모든 것을 포기하려던 찰나에 얻은 ""이 회장"" 아들에 대한 정보.

목숨을 건 마지막 임무를 위해 ""다경""은 재벌 고등학교에 잠입하게 되는데...",https://comic.naver.com/webtoon/list?titleId=806823,9.85,AJ,AJ,,매일+,학원로맨스,https://image-comic.pstatic.net/webtoon/806823/thumbnail/thumbnail_IMAG21_b07a1686-ce23-4a91-8c74-d9a676b10503.jpg,FALSE,#액션 #재벌 #학원로맨스
오로지 너를 이기고 싶어휴재,"태어나서 단 한번도 패배해본 적 없는 남주 '이기고'
그런 이기고를 처음으로 패배하게 만든 여주 '오로지'
과연 이 '내기'의 승자는 누가 될 것인가?",https://comic.naver.com/webtoon/list?titleId=730657,9.95,아마도지,사삭,,,학원로맨스,https://image-comic.pstatic.net/webtoon/730657/thumbnail/thumbnail_IMAG21_3991708112979517793.jpg,TRUE,#로맨스 #로맨스코미디 #하이틴 #학원로맨스
여름의 너에게,"15살 여름, 하루아침에 서울에서 시골로 이사를 가게 된 소라. 
“여기서 어떻게 살아?!"" 뒤바뀐 일상에 울적해진 소라의 앞에 두 소년이 나타난다.
이사 온 첫날부터 늘 곁에서 도와주는 자상한 윤이, 얄궂지만 따뜻한 구석도 있는 태민.
마음에 안 드는 것만 가득한 이 동네에서, 소라를 설레게 하는 사람은 누굴까?",https://comic.naver.com/webtoon/list?titleId=799220,9.9,라라뮤,라라뮤,,금,학원로맨스,https://image-comic.pstatic.net/webtoon/799220/thumbnail/thumbnail_IMAG21_23f445b9-eaee-4cb9-b9b1-4683779bff21.jpg,FALSE,#로맨스 #힐링 #학원로맨스 #삼각관계
널 사랑하는 죽은 형,"쌍둥이 형을 교통사고로 잃은 송태한.
하지만 집으로 돌아와보니 죽은 형이 귀신이 되어 돌아왔다.
빙의를 할 수 있다는 사실을 알고 형을 위해 자신의 몸을 '나눠' 쓰기로 결심하지만
그런 형이 갑자기 전학생에게 첫눈에 반하게 되는데…",https://comic.naver.com/webtoon/list?titleId=796247,9.94,상금,상금,,목,학원로맨스,https://image-comic.pstatic.net/webtoon/796247/thumbnail/thumbnail_IMAG21_3486742933231789363.jpg,FALSE,#로맨스 #학원로맨스 #서스펜스 #빙의
철수와 영희 이야기,"""너 정체가 뭐야?"" 
어느 날 갑자기 나타난 짝꿍 우영희. 사람이 아닌 것 같은데...? 
감정을 배우기 위해 학교에 온 로봇 영희와, 그런 영희를 도와주며 감정을 알려주는 철수. 
그런데... 영희와 함께 지낼수록 철수에게 알 수 없는 감정이 생긴다? 
누구도 들어올 수 없는 둘만의 세계 이야기!",https://comic.naver.com/webtoon/list?titleId=787465,9.94,울,울,,일,학원로맨스,https://image-comic.pstatic.net/webtoon/787465/thumbnail/thumbnail_IMAG21_3835207836886250084.jpg,FALSE,#로맨스 #2021 지상최대공모전 #sf #학원로맨스 #학원물 #성장드라마
궤도의 아이들,"""누나에게서는 빛이 나는 것 같아. 
너에게마저, 누나는 그런 존재일까?"" 
어딜 가나 모두의 주목을 받는 남매, 류빈과 류성. 
그러나 빈에게는 비밀이 있었는데, 그것은 동급생인 영인을 짝사랑하고 있다는 것. 
누나인 빈에게 남모를 열등감을 품고 있던 남동생 성은, 
수더분하고 조용한 소녀 영인에게 접근하기 시작한다. 
어른이 되어가는 세 명의 아이들과 
조금은 요란한 그들의 성장담.",https://comic.naver.com/webtoon/list?titleId=802819,9.93,나윤희,구김,,토,학원로맨스,https://image-comic.pstatic.net/webtoon/802819/thumbnail/thumbnail_IMAG21_827d17bc-65c9-474d-a162-711ca38aae0a.jpg,FALSE,#드라마 #학원로맨스 #청춘로맨스 #성장드라마 #감성드라마
스치면 인연 스며들면 사랑,다른 지구에 존재감을 두고 이 쪽 지구로 넘어온 현도. 어느 날 현도의 존재를 느낄 수 있는 사람인 선화가 현도 앞에 나타난다. 아무것도 남기지 않고 살던 곳으로 돌아가려던 현도에게 희망이 생긴다. '나도 남들처럼 살 수 있지 않을까?'. 옷깃만 스쳐도 인연. 현도는 인연을 넘어 이 곳에 자연스럽게 스며들고 싶다.,https://comic.naver.com/webtoon/list?titleId=791847,9.94,을승,을승,,금,학원로맨스,https://image-comic.pstatic.net/webtoon/791847/thumbnail/thumbnail_IMAG21_7162237642839505208.jpg,FALSE,#로맨스 #학원로맨스
"너의 순정, 나의 순정","반장인 태리는 최근 계속해서 반 분위기를 흐리는 권지호 무리 때문에 스트레스를 받는다. 그러던 중 우연히 알게 된 지호의 비밀을 약점 잡아 지호를 제압하는데 성공하고, 그 일을 기점으로 지호는 태리에게 꼼짝하지 못하며 그렇게 둘의 비밀스러운(?) 상하관계가 시작되는데…",https://comic.naver.com/webtoon/list?titleId=797258,9.85,정살,정살,,화,학원로맨스,https://image-comic.pstatic.net/webtoon/797258/thumbnail/thumbnail_IMAG21_7293970135255232568.jpg,FALSE,#로맨스 #학원로맨스
오빠세끼휴재,"우리학교 인기남 3인방이 누군가에게는 노답 친오빠!?
주목받는건 질색! 조용하고 존재감 없는 평범한 삶을 추구하는 해주에게는 걸어만 다녀도 튀게 잘생긴 오빠들이 있다.
해주는 오빠들의 동생임을 숨기며 학교를 다니지만, 결국 들켜버리게 되는데...
과연 해주는 오빠들이 있는 학교에서 자신의 목표를 이룰수 있을까?",https://comic.naver.com/webtoon/list?titleId=758659,9.85,올리브유,올리브유,,,학원로맨스,https://image-comic.pstatic.net/webtoon/758659/thumbnail/thumbnail_IMAG21_3619034152809621089.jpg,TRUE,#일상 #하이틴 #학원로맨스 #삼각관계
같은 학교 친구휴재,"항상 바른 자세를 하는 같은 반 친구 겨울이.
요한이는 그런 겨울이가 왠지 신경 쓰인다. 
그때 마침 짝이 된 두 사람. 가까워진 자리만큼 마음의 거리가 좁혀져 간다.
두근대는 심장 소리.
피어오르는 얼굴의 이 열기를 뭐라고 부르면 좋은 걸까?
어쩔 줄 모르는 소년소녀의 첫사랑 이야기.",https://comic.naver.com/webtoon/list?titleId=774832,9.97,유유,유유,,,학원로맨스,https://image-comic.pstatic.net/webtoon/774832/thumbnail/thumbnail_IMAG21_12771bf7-d4aa-465b-b0cd-288df0445bab.jpg,TRUE,#로맨스 #러블리 #2020 지상최대공모전 #학원로맨스 #하이틴
깜찍이 해피데이,"뭐? 5반의 한경이가 나를 좋아한다고?' 
올해 11살, 우울한 사춘기가 드디어 찾아왔어. 
나, 이우린이에겐 잘난 척 대마왕 중학생 오빠가 한 명, 
때론 천사 때론 악마로 둔갑하는 일곱 살 여동생이 한 명이야! 
우당탕탕 정신없는 날들의 연속이지만.. 그래도 괜찮아! 
나에겐 남자친구 한경이가 있거든! 
난, 어떤 위기에도 내 꿈과 사랑을 지키고 말 거야!",https://comic.naver.com/webtoon/list?titleId=805436,9.89,문나영,문나영,,,학원로맨스,https://image-comic.pstatic.net/webtoon/805436/thumbnail/thumbnail_IMAG21_fb1f337f-e2e6-4a29-b5dd-09ce605ca8e2.jpg,TRUE,#일상 #소꿉친구 #하이틴 #학원로맨스 #완결일상
우리 은하,"하렘 만화 오타쿠 ‘나은하’는 어느 날 신의 도움으로 미소녀 미소년들이 가득한 학교로 전학을 가게 된다. 
여기선 모두가 날 좋아해! 하렘 라이프 최고! 
그런데 ‘이우주’가 전학을 오고 나서는 이상한 일들이 생기는데...
‘난 하렘 주인공이 아니었어...?’ 
우당탕탕 은하의 하렘 공략기!",https://comic.naver.com/webtoon/list?titleId=793113,9.71,녕,녕,,수,학원로맨스,https://image-comic.pstatic.net/webtoon/793113/thumbnail/thumbnail_IMAG21_7076392177348327014.jpg,FALSE,#로맨스 #2021 지상최대공모전 #학원로맨스 #역하렘
각자의 디데이,"헤어졌지만 헤어지지 않은 사이
솔직하지 못한 우리들 어떻게 될까요?",https://comic.naver.com/webtoon/list?titleId=749055,9.97,오묘,오묘,,,학원로맨스,https://image-comic.pstatic.net/webtoon/749055/thumbnail/thumbnail_IMAG21_3833186033305989218.jpg,TRUE,#로맨스 #학원로맨스 #완결로맨스
"구해줘, 호구!","세상에서 착한 게 제일 싫은 준영은 '자타공인 청정호구' 산호가 자꾸 거슬린다. 
취향이 없고 흐릿~한 것도, 맨날 손해 보고 사는 것도 마음에 안 드는데...
산호의 목숨을 살리려면 이 순둥이를 나쁜 남자로 변화시켜야만 한다고?!
사람 속 긁는 건 타고난 준영이지만, 이렇게까지 해도 되는 거야?",https://comic.naver.com/webtoon/list?titleId=785812,9.93,기천,기천,,,학원로맨스,https://image-comic.pstatic.net/webtoon/785812/thumbnail/thumbnail_IMAG21_7291439068095145059.jpg,TRUE,#로맨스 #2021 지상최대공모전 #학원로맨스 #완결무료 #완결로맨스
그 해 우리는 - 초여름이 좋아!,"최우식, 김다미 주연의 드라마 <그 해 우리는> 프리퀄 웹툰 대공개!
전교1등과 전교꼴등의 한달살기! 
적당히 놀고 먹다 적당히 잘 죽는게 꿈인 자유영혼 최웅과, 태어나서 1분1초도 적당히 살아본 적 없는 그 지독한 국연수가  만났다. 
청춘다큐 촬영 때문에 한달을 짝으로 붙어살아야 하는 둘, 첫날부터 싸움은 시작된다. 과연 이 다큐 무사히 끝날수 있을까?",https://comic.naver.com/webtoon/list?titleId=784129,9.97,한경찰,한경찰,,,학원로맨스,https://image-comic.pstatic.net/webtoon/784129/thumbnail/thumbnail_IMAG21_7090461523070759481.jpg,TRUE,#로맨스 #프리퀄 #학원로맨스 #하이틴 #청춘로맨스 #재회 #완결로맨스
인어를 위한 수영교실,"헤엄에 서툰 인어를 위한 수영 교실! 
초아는 수영을 배워 그리워하던 바다로 다시 돌아갈 수 있을까?",https://comic.naver.com/webtoon/list?titleId=728900,9.97,용찬,용찬,,,학원로맨스,https://image-comic.pstatic.net/webtoon/728900/thumbnail/thumbnail_IMAG21_7018357750268977509.jpg,TRUE,#로맨스 #최강자전 #2018 최강자전 #학원로맨스 #친구>연인 #인외존재 #삼각관계 #완결로맨스
아는 여자애,"어느날 갑자기 고등학생으로 돌아온 하영. 
다시 한 번 기회가 주어진다면 첫사랑을 이룰 수 있을까?
내게는 운명, 그애에겐 아는 여자애",https://comic.naver.com/webtoon/list?titleId=738809,9.97,허니비,허니비,,,학원로맨스,https://image-comic.pstatic.net/webtoon/738809/thumbnail/thumbnail_IMAG21_3762865680578524469.jpg,TRUE,#로맨스 #타임슬립 #회귀 #학원로맨스 #삼각관계 #완결로맨스
연애는 전쟁!휴재,"""우리, 내기 하나 할까? 서태현한테 먼저 고백받는 쪽이 이기는 걸로.""
용모 단정, 성적 우수, 교내에서도 유명한 남녀 쌍둥이 '시연'과 시언'
완벽한 두 사람이 평범한 남고생 '태현'의 마음을 두고 내기를 시작하게 된 이유는?
그리고 이들을 거부하는 '태현'의 숨겨진 비밀은…?!
조금은 특별한 서스펜스 로맨스!",https://comic.naver.com/webtoon/list?titleId=765822,9.88,윤솜,와리,,,학원로맨스,https://image-comic.pstatic.net/webtoon/765822/thumbnail/thumbnail_IMAG21_3834361218049925936.jpg,TRUE,#로맨스 #학원로맨스 #삼각관계
필살VS로맨스,"무협 만화 같은 여자 ‘유비’. 순정 만화 같은 남자 ‘신우’.
자신의 장르대로 살아가던 두 사람의 순탄치 않은 썸타기!
만화의 정석대로 해피엔딩을 이룰 수 있을까?!",https://comic.naver.com/webtoon/list?titleId=745207,9.98,구르,구르,,,학원로맨스,https://image-comic.pstatic.net/webtoon/745207/thumbnail/thumbnail_IMAG21_3630798738281750884.jpg,TRUE,#개그 #학원로맨스 #완결개그
