Title,description,Link,Score,Story_author,Painting_author,Author,Day,Genre,Image_Source,isDone,tags
한국만화 1990,"1990년대 데뷔한, 인기 만화가들의 단편 특집",https://comic.naver.com/webtoon/list?titleId=703840,9.75,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/703840/thumbnail/thumbnail_IMAG21_3631700316391761206.jpg,TRUE,#일상 #완결무료 #완결일상
나는 어디에 있는 거니,"무작정 떠나고 본다!!
여행 준비부터 엉망진창,낢이 들려주는 네팔 여행기",https://comic.naver.com/webtoon/list?titleId=72498,9.83,서나래,서나래,,,일상,https://image-comic.pstatic.net/webtoon/72498/thumbnail/thumbnail_IMAG21_3618421527216862769.jpg,TRUE,#일상 #완결무료 #완결일상
노곤하개,"귀여운 멍멍이들과 함께하는
노곤하지 않은 일상 이야기",https://comic.naver.com/webtoon/list?titleId=702672,9.98,홍끼,홍끼,,,일상,https://image-comic.pstatic.net/webtoon/702672/thumbnail/thumbnail_IMAG21_7292565186243082338.jpg,TRUE,#일상 #동물 #완결일상
터치! 메리크리스마스,"요즘은 뭘 하며 지내고 있을까?
  
근황이 궁금했던 작가들이 돌아왔다!
개성 만점 크리스마스 단편선을 스마트툰으로 만나보세요",https://comic.naver.com/webtoon/list?titleId=604147,9.78,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/604147/thumbnail/thumbnail_IMAG21_3544721451799492660.jpg,TRUE,#일상 #완결무료 #완결일상
나는 귀머거리다,대한민국에서 청각장애인이 살아가는 이야기,https://comic.naver.com/webtoon/list?titleId=659934,9.98,라일라,라일라,,,일상,https://image-comic.pstatic.net/webtoon/659934/thumbnail/thumbnail_IMAG21_4049970156015204708.jpg,TRUE,#일상 #완결무료 #완결일상
알뜰일기,"본 컨텐츠는 KB국민은행의 이동통신서비스 리브모바일의 브랜드 웹툰으로 자까 작가가 전하는 ""알뜰일기"" 입니다.
자까 작가가 알뜰하게 사는 방법이 궁금한다면?",https://comic.naver.com/webtoon/list?titleId=797116,9.91,자까,자까,,,일상,https://image-comic.pstatic.net/webtoon/797116/thumbnail/thumbnail_IMAG21_3846973715039402290.jpg,TRUE,#일상 #완결무료 #완결일상
한 살이라도 어릴 때,"낢이사는이야기'의 서나래 & '나이스진타임'의 김진 & '고양이일기'의 필냉이, 그녀들이 뭉쳤다!

한 살이라도 어릴 때 떠나야 한다! 언제? 바로 지금! 잘나가는 그녀들의 여행기.",https://comic.naver.com/webtoon/list?titleId=500945,9.95,서나래,서나래,,,일상,https://image-comic.pstatic.net/webtoon/500945/thumbnail/thumbnail_IMAG21_4062916686324512054.jpg,TRUE,#일상 #완결무료 #완결일상
뽀샵일기,"본 컨텐츠는 어도비의 브랜드 웹툰으로 자까 작가가 포토샵으로 그린 ‘뽀샵일기’ 입니다.
사진, 이모티콘, 브이로그에 과제까지? 어도비로 갓생사는 법을 확인하세요!",https://comic.naver.com/webtoon/list?titleId=790824,9.97,자까,자까,,,일상,https://image-comic.pstatic.net/webtoon/790824/thumbnail/thumbnail_IMAG21_7161061384488433762.jpg,TRUE,#일상 #완결무료 #완결일상
닥터앤닥터 육아일기,"산부인과 의사 엄마의 임신과 출산, 공학박사 아빠의 논문 기반 육아.
완벽할 것만 같은 이들의 앞길은 과연 순탄할까?
탄탄대로를 달리던 두 사람의 좌충우돌, 우여곡절 중구난방 육아 이야기!
웃다 울고, 울다가 웃게 되는 최고의 항문용 발모제툰!",https://comic.naver.com/webtoon/list?titleId=732955,9.96,닥터베르,닥터베르,,,일상,https://image-comic.pstatic.net/webtoon/732955/thumbnail/thumbnail_IMAG21_3835156142623111013.jpg,TRUE,#일상 #완결일상
"2014 네이버 웹툰, 왓 이프?","네이버 웹툰 10주년 기념!
여름특집 리메이크 단편선.",https://comic.naver.com/webtoon/list?titleId=631780,9.69,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/631780/thumbnail/thumbnail_IMAG21_3978987673932085045.jpg,TRUE,#일상 #완결무료 #완결일상
스마트폰 게임 개발 이야기,"생생한 게임 개발의 현장을 전한다!

유쾌발랄 좌충우돌 게임 개발 이야기.",https://comic.naver.com/webtoon/list?titleId=403631,9.74,유영욱,유영욱,,,일상,https://image-comic.pstatic.net/webtoon/403631/thumbnail/thumbnail_IMAG21_7005129525069887541.jpg,TRUE,#일상 #완결무료 #완결일상
2017 사이다를 부탁해!,"고구마 10000개를 삼킨 것 같은 실제 사연을
독자들로부터 직접 받아서 
네이버 웹툰 작가들이 새롭게 들려드립니다!",https://comic.naver.com/webtoon/list?titleId=690502,9.78,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/690502/thumbnail/thumbnail_IMAG21_4122263036984637539.jpg,TRUE,#일상 #완결무료 #완결일상
모두에게 완자가,"아무도 눈치보지 않고 사랑할 수 있는 그날이 오기를!

사랑하며 살아가는 그녀들의 일상이야기 <모두에게, 완자가>",https://comic.naver.com/webtoon/list?titleId=471283,9.71,완자,완자,,,일상,https://image-comic.pstatic.net/webtoon/471283/thumbnail/thumbnail_IMAG21_3630571131576345912.jpg,TRUE,#일상 #완결무료 #완결일상
고시생툰,"대학입학. 그로부터 몇 년. 

공부하는 우리들의 빛나는 청춘.",https://comic.naver.com/webtoon/list?titleId=317365,9.92,seri,seri,,,일상,https://image-comic.pstatic.net/webtoon/317365/thumbnail/thumbnail_IMAG21_3906082562554214707.jpg,TRUE,#일상 #완결무료 #완결일상
돼지만화,"주의 : 돼지들만 보시오! 
맛있는 걸 좋아하는 동네 돼지들의 일상!",https://comic.naver.com/webtoon/list?titleId=728061,4.56,돼지작가,돼지작가,,,일상,https://image-comic.pstatic.net/webtoon/728061/thumbnail/thumbnail_IMAG21_7149856264963044148.jpg,TRUE,#일상 #완결일상
오늘도 기록생활,"본 컨텐츠는 네이버 블로그의 브랜드 웹툰으로
모죠&홍끼 작가가 전하는 Lifelog.Blog 이야기 입니다.
 
기록이 쌓이면 무엇이 될까요? 블로그에 당신의 기록을 쌓아보세요!",https://comic.naver.com/webtoon/list?titleId=780995,9.96,홍끼,홍끼,,,일상,https://image-comic.pstatic.net/webtoon/780995/thumbnail/thumbnail_IMAG21_7234581135687563364.jpg,TRUE,#일상 #완결무료 #완결일상
텍사스홀덤,흥미진진 승부사의 세계,https://comic.naver.com/webtoon/list?titleId=746746,9.88,onesound,onesound,,,일상,https://image-comic.pstatic.net/webtoon/746746/thumbnail/thumbnail_IMAG21_7076393482263672674.jpg,TRUE,#일상 #완결일상
일상날개짓,"싱글맘 꼬꼬댁씨와 그의 아들 아기새가 살아가는 투닭투닭 성장스토리!
사랑스러운 이들의 <일상날개짓>",https://comic.naver.com/webtoon/list?titleId=55143,9.94,나유진,나유진,,,일상,https://image-comic.pstatic.net/webtoon/55143/thumbnail/thumbnail_IMAG21_4063432365918216760.jpg,TRUE,#일상 #완결일상
힘내요 일본!-[릴레이웹툰],네이버 웹툰작가들이 지진해일로 어려운 상황을 맞은 일본을 응원합니다.,https://comic.naver.com/webtoon/list?titleId=312979,6.98,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/312979/thumbnail/thumbnail_IMAG21_3544956554872829748.jpg,TRUE,#일상 #완결무료 #완결일상
혈액형에 관한 간단한 고찰,"섬세하고 자유분방한, 우유부단 하면서 분석력 있는

서로 다른 혈액형들 사이에서 벌어지는 좌충우돌 유쾌한 에피소드.",https://comic.naver.com/webtoon/list?titleId=316914,9.89,박동선,박동선,,,일상,https://image-comic.pstatic.net/webtoon/316914/thumbnail/thumbnail_IMAG21_4049077343999964727.jpg,TRUE,#일상 #완결무료 #완결일상
자취로운 생활,츄카피의 신개념 방구석 서바이벌(?) 자취툰,https://comic.naver.com/webtoon/list?titleId=714834,9.9,츄카피,츄카피,,,일상,https://image-comic.pstatic.net/webtoon/714834/thumbnail/thumbnail_IMAG21_3918520019796177968.jpg,TRUE,#일상 #완결무료 #완결일상
생활의참견,"쉽게 지나치는 일상과 지나간 추억 속에서 발견하는 유쾌한 웃음,
삶의 유머를 녹여낸 황당유쾌추억생활만화!",https://comic.naver.com/webtoon/list?titleId=25613,9.95,김양수,김양수,,,일상,https://image-comic.pstatic.net/webtoon/25613/thumbnail/thumbnail_IMAG21_3688790263676941156.jpg,TRUE,#일상 #완결일상
신입일기,본 컨텐츠는 유진투자증권의 브랜드웹툰으로 자까가 들려주는 '신입일기'입니다. 보수적인 증권사? 이 구역에 진짜가 나타났다! 좌충우돌 증권사 라이프. 많은 기대 부탁드립니다.,https://comic.naver.com/webtoon/list?titleId=773419,9.95,자까,자까,,,일상,https://image-comic.pstatic.net/webtoon/773419/thumbnail/thumbnail_IMAG21_7147323883558940978.jpg,TRUE,#일상 #완결무료 #완결일상
낢에게와요,"누군가를 사랑하는 것이 세상에서 제일 어려운, 연애의 은총에서 소외된 자들.

그러나 그들도 사랑을 한다! 신입생 낢과 친구들의 풋풋하고 어설픈 좌충우돌 짝사랑 이야기.",https://comic.naver.com/webtoon/list?titleId=148975,9.88,서나래,서나래,,,일상,https://image-comic.pstatic.net/webtoon/148975/thumbnail/thumbnail_IMAG21_7292235130924708454.jpg,TRUE,#일상 #완결무료 #완결일상
ㅋㄷㅋㄷ만화,본 컨텐츠는 질병관리청의 브랜드 웹툰으로 남수 작가가 전하는 HIV/AIDS(에이즈) 예방 캠페인입니다.,https://comic.naver.com/webtoon/list?titleId=715206,9.87,남수,남수,,,일상,https://image-comic.pstatic.net/webtoon/715206/thumbnail/thumbnail_IMAG21_7f42f477-c6b7-4add-a39d-153d3eb9498b.jpg,TRUE,#일상 #완결무료 #완결일상
달라 보여도 모두 같은 가족,"본 컨텐츠는 여성가족부의 브랜드 웹툰으로 김진, 신태훈, 나승훈 작가가 전하는 가족 다양성 캠페인 입니다.",https://comic.naver.com/webtoon/list?titleId=759129,9.66,김진,김진,,,일상,https://image-comic.pstatic.net/webtoon/759129/thumbnail/thumbnail_IMAG21_3546410096289658421.jpg,TRUE,#일상 #완결무료 #완결일상
아랫집 시누이,"대를 물려 내려오는 고부갈등? 노노!
시월드, 이제는 무섭지 않아요!",https://comic.naver.com/webtoon/list?titleId=563782,9.95,김진,김진,,,일상,https://image-comic.pstatic.net/webtoon/563782/thumbnail/thumbnail_IMAG21_3834080820237252400.jpg,TRUE,#일상 #완결일상
우바우,"우리가 바라는 우리.
시궁창 같은 삶이라도 바라는 건 많아.",https://comic.naver.com/webtoon/list?titleId=651675,9.97,잇선,잇선,,,일상,https://image-comic.pstatic.net/webtoon/651675/thumbnail/thumbnail_IMAG21_7378129181972246832.jpg,TRUE,#일상 #완결무료 #완결일상
Penguin loves Mev,"한국여자 펭귄과 영국남자 메브의 엉뚱 발랄 러브 스토리.
시즌3 In the UK.",https://comic.naver.com/webtoon/list?titleId=169080,9.96,펭귄,펭귄,,,일상,https://image-comic.pstatic.net/webtoon/169080/thumbnail/thumbnail_IMAG21_7292226314158815538.jpg,TRUE,#일상 #감성드라마 #완결일상
판다독,"엄마 피그독, 여동생 펭귄독과 함께 사는 귀차니즘의 왕자 판다독이

캐릭터 회사에 디자이너로 취업해 첫 사회 생활을 시작하며 펼치는 좌충우돌 리얼 스토리!",https://comic.naver.com/webtoon/list?titleId=61731,9.84,판다독,판다독,,,일상,https://image-comic.pstatic.net/webtoon/61731/thumbnail/thumbnail_IMAG21_3979319718589325878.jpg,TRUE,#일상 #완결무료 #완결일상
낢 부럽지 않은 신혼여행기,"유럽 여행기의 탈을 쓸 낢의 신혼여행기. 

서나래 작가의 컷툰 신작!",https://comic.naver.com/webtoon/list?titleId=651670,9.96,서나래,서나래,,,일상,https://image-comic.pstatic.net/webtoon/651670/thumbnail/thumbnail_IMAG21_7234013791244333107.jpg,TRUE,#일상 #완결무료 #완결일상
오늘 밤은 어둠이 무서워요,"뜻하지 않은 시기, 어쩌다 시작된 김진의 독립생활.
그녀의 자취생활과 그녀의 연애 이야기.",https://comic.naver.com/webtoon/list?titleId=632342,9.96,김진,김진,,,일상,https://image-comic.pstatic.net/webtoon/632342/thumbnail/thumbnail_IMAG21_3558800522904744294.jpg,TRUE,#일상 #완결일상
쿠키히어로,"​본 컨텐츠는 쿠키런의 신작, 쿠키런: 오븐브레이크의 브랜드 웹툰입니다.

마녀의 오븐에서 탈출한 쿠키들이 문명 발전을 위해 세운 쿠키 대학교

이 곳에 입학한 꽃미남 신입생, 히어로맛 쿠키! 지금부터 그의 활약이 시작된다!",https://comic.naver.com/webtoon/list?titleId=687126,9.96,순끼,순끼,,,일상,https://image-comic.pstatic.net/webtoon/687126/thumbnail/thumbnail_IMAG21_3833181630246446385.jpg,TRUE,#일상 #히어로 #완결무료 #완결일상
내 어린고양이와 늙은개,"서로의 시점으로 그린,
반려동물과 함께 사는 이야기",https://comic.naver.com/webtoon/list?titleId=720120,9.91,초,초,,,일상,https://image-comic.pstatic.net/webtoon/720120/thumbnail/thumbnail_IMAG21_3689967865625654320.jpg,TRUE,#일상 #동물 #완결일상
아기낳는만화,"임신과 출산에 대해 아무것도 몰랐던 나... 반성합니다.
엄청난 변화와 위기를 몰고온 진짜 임신 충격 실화!",https://comic.naver.com/webtoon/list?titleId=703837,9.82,쇼쇼,쇼쇼,,,일상,https://image-comic.pstatic.net/webtoon/703837/thumbnail/thumbnail_IMAG21_7076620910093152355.JPEG,TRUE,#일상 #완결일상
유미의 작가 수칙,"본 컨텐츠는 이동건 작가가 전하는 네이버의 브랜드 웹툰입니다.
프로 작가의 삶을 살아가는 유미!
창작의 고통 속에서 고민이 깊어지는데...
어떻게 유미는 경쟁력을 키워나갈까?",https://comic.naver.com/webtoon/list?titleId=793005,9.93,이동건,이동건,,,일상,https://image-comic.pstatic.net/webtoon/793005/thumbnail/thumbnail_IMAG21_4122822495921595188.jpg,TRUE,#일상 #완결무료 #완결일상
고(故)길창덕화백 추모웹툰,"대한민국 1세대 만화가이자 <꺼벙이>,<순악질여사>,<재동이>등 한국 명랑만화의 효시가 되신 故길창덕 선생님.
우리에게 ‘만화의 즐거움’을 선물해 주신 선생님께 네이버 웹툰 작가들이 추모 웹툰을 올립니다.",https://comic.naver.com/webtoon/list?titleId=132459,9.76,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/132459/thumbnail/thumbnail_IMAG21_4063766828711949875.jpg,TRUE,#일상 #완결무료 #완결일상
웅이는 배고파,배고픈 웅이의 먹부림 이야기,https://comic.naver.com/webtoon/list?titleId=697535,9.74,박웅,박웅,,,일상,https://image-comic.pstatic.net/webtoon/697535/thumbnail/thumbnail_IMAG21_7377521130564248626.jpg,TRUE,#일상 #완결일상
사소한 냐냐,"움직이는 웹툰 숏애니! 
4개월 이후 중성화 수술을 하게 되는 '냐냐'
과연 사.소(사이코패스+소시오패스)한 고양이로 거듭나 땅콩을 사수할 수 있을까?!",https://comic.naver.com/webtoon/list?titleId=730811,9.86,LICO,LICO,,,일상,https://image-comic.pstatic.net/webtoon/730811/thumbnail/thumbnail_IMAG21_3616500874495801441.jpg,TRUE,#일상 #완결무료 #완결일상
똑똑한 나 인증,본 콘텐츠는 네이버의 브랜드웹툰으로 모죠 작가와 조용석 작가가 전하는 다양한 네이버 서비스 이야기입니다.,https://comic.naver.com/webtoon/list?titleId=766658,9.8,조용석,조용석,,,일상,https://image-comic.pstatic.net/webtoon/766658/thumbnail/thumbnail_IMAG21_3631367378982495590.jpg,TRUE,#일상 #완결무료 #완결일상
한국만화거장전,"한국만화의 전설을 만나다
오늘날 한국만화를 있게 한 거장들이 들려주는 새로운 이야기,
이제 웹툰으로 만나보세요!",https://comic.naver.com/webtoon/list?titleId=590252,9.89,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/590252/thumbnail/thumbnail_IMAG21_7365181324453359970.jpg,TRUE,#일상 #완결무료 #완결일상
천적,"일반 사람들의 일상 대결이 펼쳐진다 
무규칙 일상 배틀 생중계!",https://comic.naver.com/webtoon/list?titleId=656469,9.83,꼬마비,재수,,,일상,https://image-comic.pstatic.net/webtoon/656469/thumbnail/thumbnail_IMAG21_3486970502071203174.jpg,TRUE,#일상 #완결일상
만화사랑 캠페인,"윤인완&곽재용, 이준익&형민우, 최현우&하일권, 이말년&이제석, 최훈&최희 등
각계각층을 대표하는 전문가들과 최고의 만화가들의 만남!",https://comic.naver.com/webtoon/list?titleId=409100,6.28,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/409100/thumbnail/thumbnail_IMAG21_3906702464596206694.jpg,TRUE,#일상 #완결무료 #완결일상
한국만화 또 다른 시선,"또 다른 만화를 제안하다
인디 웹툰 단편집",https://comic.naver.com/webtoon/list?titleId=723862,9.75,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/723862/thumbnail/thumbnail_IMAG21_3761405511940191800.jpg,TRUE,#일상 #완결무료 #완결일상
낢마다 상쾌한 일기,"본 컨텐츠는 둘코락스의 브랜드 웹툰으로 서나래, 자까 작가가 전하는 '낢마다 상쾌한 일기’ 입니다.
화장실 타임마저 지배한 커리어우먼 '낢'과 본투변비를 극복한 '자까'의 이야기!",https://comic.naver.com/webtoon/list?titleId=705414,9.94,자까,자까,,,일상,https://image-comic.pstatic.net/webtoon/705414/thumbnail/thumbnail_IMAG21_7306307763032373299.jpg,TRUE,#일상 #완결무료 #완결일상
경기딸,"본 컨텐츠는 경기도, 경기관광공사의 브랜드 웹툰으로 이윤창 작가가 전하는 경기도 역사 여행지 소개 캠페인입니다.",https://comic.naver.com/webtoon/list?titleId=753726,9.96,이윤창,이윤창,,,일상,https://image-comic.pstatic.net/webtoon/753726/thumbnail/thumbnail_IMAG21_3834587716602967347.jpg,TRUE,#일상 #완결무료 #완결일상
아프니까 병원이다,"환자의 입장에서 그리는 병원에서의 일상

가끔은 슬프고, 또 가끔은 가슴뭉클한 진짜 병원 생활기",https://comic.naver.com/webtoon/list?titleId=608258,9.89,고리타,고리타,,,일상,https://image-comic.pstatic.net/webtoon/608258/thumbnail/thumbnail_IMAG21_4135490158343958627.jpg,TRUE,#일상 #완결무료 #완결일상
Attention please!,"졸업과 입학 시즌,새로운 출발을 준비하는 대한민국학생 모두! Attention please!
본 컨텐츠는 김규삼,손제호.이광수작가와 함께하는 2011 삼성전자 16th 아카데미 브랜드 웹툰입니다.",https://comic.naver.com/webtoon/list?titleId=282428,9.87,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/282428/thumbnail/thumbnail_IMAG21_3546082466839421796.jpg,TRUE,#일상 #완결무료 #완결일상
달콤한 인생,"커플과 싱글들의 달콤한 이야기
직장인과 백수들의 달콤한 에피소드
...그런데 왜 이렇게 씁쓸한거지?",https://comic.naver.com/webtoon/list?titleId=387518,9.95,이동건,이동건,,,일상,https://image-comic.pstatic.net/webtoon/387518/thumbnail/thumbnail_IMAG21_7147321693867030324.jpg,TRUE,#일상 #공감성수치 #완결일상
"대만에서, 너와 하루","본 컨텐츠는 대만관광청의 브랜드 웹툰으로 수박양 작가가 전하는 대만족 대만여행 입니다.
랜선으로 떠나는 대만 여행, 지금 시작합니다.",https://comic.naver.com/webtoon/list?titleId=749279,9.96,수박양,수박양,,,일상,https://image-comic.pstatic.net/webtoon/749279/thumbnail/thumbnail_IMAG21_3546639902812889653.jpg,TRUE,#일상 #완결무료 #완결일상
낢다른 광화문광장 이야기,본 컨텐츠는 서울특별시 광화문광장추진단의 브랜드 웹툰으로 서나래 작가가 전하는 미리보는 광화문광장이야기 입니다.,https://comic.naver.com/webtoon/list?titleId=760350,6.32,서나래,서나래,,,일상,https://image-comic.pstatic.net/webtoon/760350/thumbnail/thumbnail_IMAG21_3906088958515557431.jpg,TRUE,#일상 #완결무료 #완결일상
잡지마 위기종,"멸종위기 야생동물을 구하라!

환경부 브랜드 웹툰",https://comic.naver.com/webtoon/list?titleId=686342,9.96,신태훈,나승훈,,,일상,https://image-comic.pstatic.net/webtoon/686342/thumbnail/thumbnail_IMAG21_7003441787690104375.jpg,TRUE,#일상 #완결무료 #완결일상
패밀리 사이즈,"삼형제와 이제막 태어난 막내딸까지!
결혼 십 년 차에 가족의 규모(패밀리 사이즈)가 부쩍 커진
한 만화가 부부의 육아와 삶 이야기",https://comic.naver.com/webtoon/list?titleId=626906,9.96,남지은,김인호,,,일상,https://image-comic.pstatic.net/webtoon/626906/thumbnail/thumbnail_IMAG21_4121694589372610150.jpg,TRUE,#일상 #완결일상
부부생활,유부들도 안 알랴준 유부 이야기,https://comic.naver.com/webtoon/list?titleId=675559,9.94,써니사이드업,써니사이드업,,,일상,https://image-comic.pstatic.net/webtoon/675559/thumbnail/thumbnail_IMAG21_4122027556863489380.jpg,TRUE,#일상 #완결무료 #완결일상
우리가족 응급주치의,"언제 어디서든 당신에게도 일어날 수 있는 응급상황!

정신줄 가족과 함께하는 똑똑한 응급상황 대처 프로젝트! ‘우리가족 응급주치의’

본 웹툰은 보건복지부가 함께 하는 브랜드 웹툰입니다.
",https://comic.naver.com/webtoon/list?titleId=664835,9.96,신태훈,나승훈,,,일상,https://image-comic.pstatic.net/webtoon/664835/thumbnail/thumbnail_IMAG21_3688558464258619447.jpg,TRUE,#일상 #완결무료 #완결일상
2016 학교 다녀오겠습니다,"신학기가 외롭고 힘든 당신을 위해 준비했다
웹툰작가들의 개그 단편선",https://comic.naver.com/webtoon/list?titleId=675556,9.41,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/675556/thumbnail/thumbnail_IMAG21_7161115075136205411.jpg,TRUE,#일상 #완결무료 #완결일상
오늘도 고양이답게,"본 컨텐츠는 고양이사료 위스카스의 브랜드 웹툰으로 김진 작가가 전하는 영국 연구센터 방문기입니다. 

고양이집사 2년차 김진, 위스카스 고양이 연구 50년의 노하우를 담은 ‘키튼 칼리지’ 영상의 배경인 월썸연구센터를 다녀오다!",https://comic.naver.com/webtoon/list?titleId=694195,9.93,김진,김진,,,일상,https://image-comic.pstatic.net/webtoon/694195/thumbnail/thumbnail_IMAG21_3474871686538551654.jpg,TRUE,#일상 #완결무료 #완결일상
다섯작가의 이런저런이야기,"본 컨텐츠는 GM대우 홍보용 웹툰입니다.
조석, 김규삼, 네스티켓, 귀귀, 무적핑크! 대한민국을 대표하는 다섯 작가들의 이런저런 이야기들!",https://comic.naver.com/webtoon/list?titleId=80536,9.63,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/80536/thumbnail/thumbnail_IMAG21_3703755716405966945.jpg,TRUE,#일상 #완결무료 #완결일상
만화가를 만나다,"신인 만화가와 중견/원로 만화가의 만남, 릴레이 웹툰를 통해 만화가를 만나는 즐거움.
지금, 20명의 작가님을 만나러 갑니다.",https://comic.naver.com/webtoon/list?titleId=63456,9.79,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/63456/thumbnail/thumbnail_IMAG21_3775203107263427425.jpg,TRUE,#일상 #완결무료 #완결일상
웰캄투실버라이프,"보고만 있어도 힐링되는 할아버지, 할머니와의 일상! 
라떼는 말이야~ 금지!! 황혼 청춘의 본격 소통 이야기",https://comic.naver.com/webtoon/list?titleId=749456,9.98,솔녀,솔녀,,,일상,https://image-comic.pstatic.net/webtoon/749456/thumbnail/thumbnail_IMAG21_3472615479367197235.jpg,TRUE,#일상 #완결일상
내일을 부탁해,본 컨텐츠는 통계청의 브랜드 웹툰으로 이혜 작가와 자까 작가가 전하는 2020 인구주택총조사 & 농림어업총조사 캠페인입니다.,https://comic.naver.com/webtoon/list?titleId=755642,9.96,이혜,이혜,,,일상,https://image-comic.pstatic.net/webtoon/755642/thumbnail/thumbnail_IMAG21_3630520553252872754.jpg,TRUE,#일상 #완결무료 #완결일상
청년창업 기프트카툰,"본 컨텐츠는 현대자동차그룹의 기프트카 시즌7 브랜드 웹툰으로
 
조석작가와 자까작가가 전하는 ‘청년창업 기프트카툰’입니다.
 
기프트카 캠페인은 창업을 꿈꾸는 분들께 차량, 교육 등을 지원하는 현대자동차그룹의 사회공헌활동입니다.",https://comic.naver.com/webtoon/list?titleId=690596,9.96,조석,조석,,,일상,https://image-comic.pstatic.net/webtoon/690596/thumbnail/thumbnail_IMAG21_7149520717119697764.jpg,TRUE,#일상 #완결무료 #완결일상
잡다한컷,"잡다하지 않은 우리들 이야기.
Job! 多! 한! 컷!",https://comic.naver.com/webtoon/list?titleId=687610,9.91,그림왕양치기,그림왕양치기,,,일상,https://image-comic.pstatic.net/webtoon/687610/thumbnail/thumbnail_IMAG21_4135257052433364021.jpg,TRUE,#일상 #완결무료 #완결일상
부토,"Trump!(트럼프)' 정현주 작가의 웹툰 신작!!

우정, 수련과 결투, 승리, 출생의 비밀... 에 대한 얘기는 아닌 것 같습니다.",https://comic.naver.com/webtoon/list?titleId=400738,9.92,정현주,정현주,,,일상,https://image-comic.pstatic.net/webtoon/400738/thumbnail/thumbnail_IMAG21_3689631596180354614.jpg,TRUE,#일상 #완결무료 #완결일상
미쳐 날뛰는 생활툰,"만화가가 되고 싶었던 나날
가볍게 그려본 생활툰 하나에 격동하는 주변의 이야기",https://comic.naver.com/webtoon/list?titleId=616883,9.79,Song,Song,,,일상,https://image-comic.pstatic.net/webtoon/616883/thumbnail/thumbnail_IMAG21_3702914590044336944.jpg,TRUE,#일상 #완결일상
기후변화 그림일기,본 콘텐츠는 국제환경단체 그린피스와 은꼼지 작가가 제작한 기후위기 캠페인 브랜드 웹툰입니다.,https://comic.naver.com/webtoon/list?titleId=789038,9.89,은꼼지,은꼼지,,,일상,https://image-comic.pstatic.net/webtoon/789038/thumbnail/thumbnail_IMAG21_3618977871560912949.jpg,TRUE,#일상 #완결무료 #완결일상
구석구석캠페인,"“여기가 정말 대한민국?”
주말에 여행할 곳을 찾고 있다면~ 네이버 웹툰 작가들과 함께 대한민국의 구석구석으로 신나는 여행을 떠나보자!",https://comic.naver.com/webtoon/list?titleId=24777,9.22,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/24777/thumbnail/thumbnail_IMAG21_7221019964670959973.jpg,TRUE,#일상 #완결무료 #완결일상
썬데이 상담소,"본 콘텐츠는 삼성생명, 생명보험사회공헌위원회, 사회복지공동모금회, 한국건강증진개발원의 브랜드웹툰으로 기안84/주호민 작가가 전하는 청소년 생명존중 캠페인입니다.",https://comic.naver.com/webtoon/list?titleId=578125,9.8,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/578125/thumbnail/thumbnail_IMAG21_4049642480092143922.jpg,TRUE,#일상 #완결무료 #완결일상
개편 축하 릴레이 카툰,"보다 재미있고, 보다 다양한 웹툰의 세계, 네이버 만화가 개편되었습니다.
네이버 웹툰 개편을 축하하기 위하여 많은 프로 작가님들이 릴레이 축하 카툰을 선보입니다.",https://comic.naver.com/webtoon/list?titleId=50422,9.55,네이버웹툰 작가,네이버웹툰 작가,,,일상,https://image-comic.pstatic.net/webtoon/50422/thumbnail/thumbnail_IMAG21_3474300833845764409.jpg,TRUE,#일상 #완결무료 #완결일상
스마일브러시,"반복되는 일상에서 발생하는 사건 사고들.

소심하지만 할 말은 하는 가슴 따스한 와루의 좌충우돌 일상의 반전 에피소드.",https://comic.naver.com/webtoon/list?titleId=150389,9.94,와루,와루,,,일상,https://image-comic.pstatic.net/webtoon/150389/thumbnail/thumbnail_IMAG21_7378639139746570548.jpg,TRUE,#일상 #완결무료 #완결일상
